,0.2,0.5,1.0,2.0
585,0.007123531170258858,1.7801970486619466e-09,0.0,0.0
590,0.003306961245454717,9.637242115445588e-12,0.0,0.0
595,0.0063445477806858205,1.6999712748599904e-12,0.0,0.0
600,0.006153961992624701,1.3317391633904662e-11,0.0,0.0
605,0.008223081200862795,2.3067203702709093e-11,0.0,0.0
610,0.003126385152818695,5.319344964505035e-13,0.0,0.0
615,0.00800007959206123,1.1404199806719361e-12,0.0,0.0
620,0.005746467272577336,1.5392999985763822e-10,0.0,0.0
625,0.0053128244422717364,3.162248241039833e-14,0.0,0.0
630,0.006788643438290688,2.4356738848041458e-12,0.0,0.0
635,0.0011358863062378233,2.5265900482907e-13,0.0,0.0
640,0.005207879528134066,6.487144155187253e-13,0.0,0.0
645,0.002022223244131417,6.122646833972567e-13,0.0,0.0
650,0.003225278505482001,3.092306410934498e-12,0.0,0.0
655,0.004370749701404814,4.65754101952598e-13,0.0,0.0
660,0.002926250121114041,1.448851039143051e-12,0.0,0.0
665,0.004179400192819394,1.19464946601866e-09,0.0,0.0
670,0.007468972758835807,1.4237167000885619e-13,0.0,0.0
675,0.004178336330754552,1.2107692626273092e-12,0.0,0.0
680,0.003378730406536832,1.334043986389588e-14,0.0,0.0
685,0.00709757159055189,3.3763325468783024e-13,0.0,0.0
690,0.0040393664501459405,5.624833931960893e-14,0.0,0.0
695,0.0028185742267942994,1.2394418824612786e-13,0.0,0.0
700,0.0013047177503978313,1.7646994976416862e-14,0.0,0.0
705,0.0034009418341920594,1.0521583604372608e-14,0.0,0.0
710,0.0011750472608481578,2.4868918035991783e-12,0.0,0.0
715,0.003907785440920797,4.993783164763954e-15,0.0,0.0
720,0.00716673009366974,1.801891968966629e-15,0.0,0.0
725,0.0022295862298355195,7.498446308318308e-15,0.0,0.0
730,0.00435332989315188,6.1117777505614864e-15,0.0,0.0
735,0.005614679148886786,6.896705428971472e-15,0.0,0.0
740,0.009238423917492892,2.0560109170730813e-13,0.0,0.0
745,0.0019273155098210582,5.084821452783217e-15,0.0,0.0
750,0.004880377284893996,6.870948254800169e-14,0.0,0.0
755,0.0013134587235195294,1.1102230246251566e-17,0.0,0.0
760,0.002490101762417517,2.923217223838037e-15,0.0,0.0
765,0.0022766318333368317,9.525713551283843e-16,0.0,0.0
770,0.004104590749553426,1.1501910535116621e-15,0.0,0.0
775,0.0019140605973708546,1.1102230246251566e-18,0.0,0.0
780,0.003024492553111298,2.3647750424515833e-16,0.0,0.0
785,0.000750853853715009,1.6028289806513385e-14,0.0,0.0
790,0.0010161683695017354,2.5202062658991054e-16,0.0,0.0
795,0.0025658195792984373,1.2434497875801754e-16,0.0,0.0
800,0.002417244991982378,3.8746783559417966e-16,0.0,0.0
805,0.0008657240887141205,6.846745392863341e-14,0.0,0.0
810,0.007533312148685308,3.913869228711064e-14,0.0,0.0
815,0.004116735675633951,3.8857805861880476e-17,0.0,0.0
820,0.004116115783339961,9.909850717804148e-15,0.0,0.0
825,0.0014850359752766695,0.0,0.0,0.0
830,0.0038258424781705937,4.773959005888173e-17,0.0,0.0
835,0.001463310093334731,8.82960371484387e-15,0.0,0.0
840,0.0007843413326929405,4.1189274213593307e-16,0.0,0.0
845,0.0021781126463960663,3.1596947280831956e-15,0.0,0.0
850,0.0007726340503524931,8.881784197001253e-18,0.0,0.0
855,0.0012604253963549006,1.6209256159527285e-16,0.0,0.0
860,0.0013041052835515066,1.1990408665951691e-16,0.0,0.0
865,0.00035062819938165845,9.992007221626408e-18,0.0,0.0
870,0.000804740359098427,8.881784197001253e-18,0.0,0.0
875,0.0005413322456665715,3.663735981263017e-17,0.0,0.0
880,0.002017337131995719,2.220446049250313e-18,0.0,0.0
885,0.0019762024426010273,4.4408920985006264e-17,0.0,0.0
890,0.0057672114385801145,1.1102230246251566e-18,0.0,0.0
895,0.001126426320767331,1.4137579995576744e-14,0.0,0.0
900,0.0005920293481860206,2.4424906541753444e-17,0.0,0.0
905,0.00041328179514257157,8.881784197001253e-18,0.0,0.0
910,0.000732956806567877,0.0,0.0,0.0
915,0.0007493879878993681,1.6653345369377347e-17,0.0,0.0
920,0.0021831633764190983,1.2212453270876722e-17,0.0,0.0
925,0.0010204694323240992,0.0,0.0,0.0
930,0.0019424021521662804,1.1102230246251566e-18,0.0,0.0
935,0.0005576988769757507,1.1102230246251566e-18,0.0,0.0
940,0.0016056799525001964,0.0,0.0,0.0
945,0.0006719117261664831,1.3988810110276973e-16,0.0,0.0
950,0.001635718049488687,2.220446049250313e-18,0.0,0.0
955,0.0015036249464629291,0.0,0.0,0.0
960,0.0007660420455463369,0.0,0.0,0.0
965,0.0013056162358442646,2.6734170432973768e-15,0.0,0.0
970,0.0008013615020614562,0.0,0.0,0.0
975,0.00018307227352560852,0.0,0.0,0.0
980,0.00016878189491429052,0.0,0.0,0.0
985,0.0006946962270007029,1.2212453270876722e-17,0.0,0.0
990,0.00022591907155369628,0.0,0.0,0.0
995,0.0009005502757406902,0.0,0.0,0.0
1000,0.0004702009309248101,0.0,0.0,0.0
1005,0.0015358230968496966,0.0,0.0,0.0
1010,0.000336166884093565,0.0,0.0,0.0
1015,0.000795818300886999,2.220446049250313e-18,0.0,0.0
1020,0.0011925211774605603,0.0,0.0,0.0
1025,0.0005555462965356017,9.992007221626408e-18,0.0,0.0
1030,0.0006374109267678707,1.1102230246251566e-18,0.0,0.0
1035,0.00037064003421723,0.0,0.0,0.0
1040,0.0002562870134239181,0.0,0.0,0.0
1045,0.00022431385956774185,0.0,0.0,0.0
1050,0.0003080771386695702,0.0,0.0,0.0
1055,0.00028040070476708647,1.8873791418627663e-17,0.0,0.0
1060,0.0004883633446104207,0.0,0.0,0.0
1065,0.0002663337108125452,0.0,0.0,0.0
1070,0.000407845356306199,0.0,0.0,0.0
1075,0.00020737823767564835,0.0,0.0,0.0
1080,0.00019171366123517662,0.0,0.0,0.0
1085,0.00032960569748468504,0.0,0.0,0.0
1090,0.00016003895134032885,0.0,0.0,0.0
1095,0.001402873019363341,0.0,0.0,0.0
1100,0.0002584309345163838,0.0,0.0,0.0
1105,0.0007343127077191591,0.0,0.0,0.0
1110,0.0005415066820007686,0.0,0.0,0.0
1115,0.00014462498057022155,0.0,0.0,0.0
1120,0.0005562575196941488,0.0,0.0,0.0
1125,0.00013124765176328212,0.0,0.0,0.0
1130,0.0013830803787306901,0.0,0.0,0.0
1135,0.0006368297686137125,0.0,0.0,0.0
1140,0.0005762851994216944,0.0,0.0,0.0
1145,0.00021766506437973955,0.0,0.0,0.0
1150,0.00023698046067467394,0.0,0.0,0.0
1155,0.0003210606176267017,0.0,0.0,0.0
1160,0.00037269832341500385,0.0,0.0,0.0
1165,0.00011039785086341736,0.0,0.0,0.0
1170,0.000832366936933211,0.0,0.0,0.0
1175,0.00016039869012715924,0.0,0.0,0.0
1180,0.0001448501311449102,0.0,0.0,0.0
1185,0.0001204989337538842,0.0,0.0,0.0
1190,7.558748658314185e-05,0.0,0.0,0.0
1195,4.687867671890667e-05,0.0,0.0,0.0
1200,0.00021500283140809206,0.0,0.0,0.0
1205,0.000155751098393081,0.0,0.0,0.0
1210,9.005715776725597e-05,0.0,0.0,0.0
1215,0.00040148951602570816,0.0,0.0,0.0
1220,9.52687932931795e-05,0.0,0.0,0.0
1225,0.00020421251407764629,0.0,0.0,0.0
1230,8.867036145456587e-05,0.0,0.0,0.0
1235,0.00020351167520865298,0.0,0.0,0.0
1240,7.419910382696182e-05,0.0,0.0,0.0
1245,0.00012478243012966516,0.0,0.0,0.0
1250,5.220029465769493e-05,0.0,0.0,0.0
1255,0.0002831106261041916,0.0,0.0,0.0
1260,0.00042276114179893074,0.0,0.0,0.0
1265,8.064758646227909e-05,0.0,0.0,0.0
1270,0.00010283409064734683,0.0,0.0,0.0
1275,4.639911356843829e-05,0.0,0.0,0.0
1280,0.00016067776883310514,0.0,0.0,0.0
1285,7.93729783346686e-05,0.0,0.0,0.0
1290,0.00010127357906084211,0.0,0.0,0.0
1295,2.581991228317371e-05,0.0,0.0,0.0
1300,7.441774705999049e-05,0.0,0.0,0.0
1305,1.1104097184099216e-05,0.0,0.0,0.0
1310,0.00014801112363942547,0.0,0.0,0.0
1315,5.2467186503638573e-05,0.0,0.0,0.0
1320,0.0001435621196308412,0.0,0.0,0.0
1325,0.00031619547203295517,0.0,0.0,0.0
1330,0.000370316497462283,0.0,0.0,0.0
1335,4.850491633814236e-05,0.0,0.0,0.0
1340,1.9648476673321812e-05,0.0,0.0,0.0
1345,2.346367131660032e-05,0.0,0.0,0.0
1350,1.869928376456942e-05,0.0,0.0,0.0
1355,0.0003482925691664762,0.0,0.0,0.0
1360,7.793445681482325e-05,0.0,0.0,0.0
1365,2.3224968665777056e-05,0.0,0.0,0.0
1370,3.075137297365527e-05,0.0,0.0,0.0
1375,2.6288124835721628e-05,0.0,0.0,0.0
1380,0.00037095213493048564,0.0,0.0,0.0
1385,8.292557023908963e-06,0.0,0.0,0.0
1390,3.599435287243491e-05,0.0,0.0,0.0
1395,9.196822856720743e-06,0.0,0.0,0.0
1400,2.520565409918074e-05,0.0,0.0,0.0
1405,4.034511592957202e-05,0.0,0.0,0.0
1410,0.00019553834806354642,0.0,0.0,0.0
1415,2.9061918897188566e-05,0.0,0.0,0.0
1420,0.00013962107922563916,0.0,0.0,0.0
1425,3.743750405586388e-05,0.0,0.0,0.0
1430,2.2006457406701375e-05,0.0,0.0,0.0
1435,6.299954322527501e-05,0.0,0.0,0.0
1440,0.0001613378098124274,0.0,0.0,0.0
1445,4.062331497436289e-05,0.0,0.0,0.0
1450,1.7002026385687374e-05,0.0,0.0,0.0
1455,5.4160642900979994e-05,0.0,0.0,0.0
1460,0.00018264708063307712,0.0,0.0,0.0
1465,8.397827052926577e-05,0.0,0.0,0.0
1470,2.4859044216172245e-05,0.0,0.0,0.0
1475,3.143643205797742e-05,0.0,0.0,0.0
1480,1.822743937572535e-05,0.0,0.0,0.0
1485,9.548692074294762e-05,0.0,0.0,0.0
1490,0.00010087967068583947,0.0,0.0,0.0
1495,5.204413899924099e-06,0.0,0.0,0.0
1500,1.6540881006202877e-05,0.0,0.0,0.0
1505,3.689516462743736e-05,0.0,0.0,0.0
1510,1.587518275458444e-05,0.0,0.0,0.0
1515,0.0001226420973604858,0.0,0.0,0.0
1520,2.8889833051415346e-06,0.0,0.0,0.0
1525,3.2789411383371547e-06,0.0,0.0,0.0
1530,7.08947921451486e-06,0.0,0.0,0.0
1535,0.00012582685541744797,0.0,0.0,0.0
1540,9.677539629103226e-05,0.0,0.0,0.0
1545,1.3189067637282558e-05,0.0,0.0,0.0
1550,5.153579848273804e-06,0.0,0.0,0.0
1555,1.9931994917754546e-06,0.0,0.0,0.0
1560,8.917269900055924e-05,0.0,0.0,0.0
1565,2.3023766368697184e-05,0.0,0.0,0.0
1570,5.4455877651216066e-05,0.0,0.0,0.0
1575,1.4975985253851132e-06,0.0,0.0,0.0
1580,4.154049582853925e-05,0.0,0.0,0.0
1585,6.828234236263775e-05,0.0,0.0,0.0
1590,9.088287429332986e-06,0.0,0.0,0.0
1595,2.1995008738529e-05,0.0,0.0,0.0
1600,2.3225793311176802e-05,0.0,0.0,0.0
1605,6.53347553647654e-06,0.0,0.0,0.0
1610,2.7117213769056737e-06,0.0,0.0,0.0
1615,4.6545598581171355e-06,0.0,0.0,0.0
1620,6.916001160101049e-06,0.0,0.0,0.0
1625,9.1118400332868e-06,0.0,0.0,0.0
1630,5.005680728671358e-06,0.0,0.0,0.0
1635,1.4878974992632576e-05,0.0,0.0,0.0
1640,8.726408573936916e-06,0.0,0.0,0.0
1645,7.20104301154878e-06,0.0,0.0,0.0
1650,2.0075170211644177e-05,0.0,0.0,0.0
1655,5.652112964869116e-05,0.0,0.0,0.0
1660,4.8800179125874085e-06,0.0,0.0,0.0
1665,5.756725343384339e-06,0.0,0.0,0.0
1670,1.074396987251758e-06,0.0,0.0,0.0
1675,1.3395938070659419e-06,0.0,0.0,0.0
1680,4.3624609659287385e-06,0.0,0.0,0.0
1685,2.784069930246158e-05,0.0,0.0,0.0
1690,4.413365366713329e-06,0.0,0.0,0.0
1695,1.050767686164411e-05,0.0,0.0,0.0
1700,1.3557567552388017e-05,0.0,0.0,0.0
1705,6.131190875806158e-05,0.0,0.0,0.0
1710,1.0487556624220184e-05,0.0,0.0,0.0
1715,1.1420167239395429e-05,0.0,0.0,0.0
1720,5.746704210294329e-06,0.0,0.0,0.0
1725,7.322731514453174e-05,0.0,0.0,0.0
1730,1.1017261489686403e-05,0.0,0.0,0.0
1735,2.9127506675301617e-05,0.0,0.0,0.0
1740,6.054437276225011e-06,0.0,0.0,0.0
1745,2.7222639777291224e-06,0.0,0.0,0.0
1750,3.6848806197246064e-05,0.0,0.0,0.0
1755,1.2730082355167926e-05,0.0,0.0,0.0
1760,3.486418119692303e-05,0.0,0.0,0.0
1765,2.7469115828283597e-05,0.0,0.0,0.0
1770,1.3215560900448065e-05,0.0,0.0,0.0
1775,2.6414576287814295e-06,0.0,0.0,0.0
1780,9.389376622576107e-06,0.0,0.0,0.0
1785,9.26584302006761e-06,0.0,0.0,0.0
1790,1.7338111576603587e-05,0.0,0.0,0.0
1795,6.137184341259761e-05,0.0,0.0,0.0
1800,7.296884969005824e-06,0.0,0.0,0.0
1805,1.5585245704852202e-06,0.0,0.0,0.0
1810,9.294034253718442e-06,0.0,0.0,0.0
1815,1.1732088356275483e-06,0.0,0.0,0.0
1820,9.889614351998866e-07,0.0,0.0,0.0
1825,1.2404979751271527e-05,0.0,0.0,0.0
1830,1.5839261942374171e-06,0.0,0.0,0.0
1835,2.910731599493621e-06,0.0,0.0,0.0
1840,9.446452408257144e-07,0.0,0.0,0.0
1845,3.2210658082121314e-06,0.0,0.0,0.0
1850,1.5932312149846694e-06,0.0,0.0,0.0
1855,4.167188081009132e-05,0.0,0.0,0.0
1860,2.413655156721095e-06,0.0,0.0,0.0
1865,4.47266069225738e-06,0.0,0.0,0.0
1870,9.504109089786272e-06,0.0,0.0,0.0
1875,3.9691927349538855e-06,0.0,0.0,0.0
1880,3.78009792487477e-06,0.0,0.0,0.0
1885,4.0115008872732e-06,0.0,0.0,0.0
1890,1.3493351260518427e-06,0.0,0.0,0.0
1895,1.5017124610148259e-05,0.0,0.0,0.0
1900,2.492116972377945e-06,0.0,0.0,0.0
1905,3.2273404521276916e-07,0.0,0.0,0.0
1910,2.048206786136042e-06,0.0,0.0,0.0
1915,6.212132958177685e-06,0.0,0.0,0.0
1920,3.904607525434534e-06,0.0,0.0,0.0
1925,7.925293595278937e-08,0.0,0.0,0.0
1930,9.298308175015314e-06,0.0,0.0,0.0
1935,6.926084931757615e-07,0.0,0.0,0.0
1940,2.9046406075383667e-06,0.0,0.0,0.0
1945,8.571338120944017e-07,0.0,0.0,0.0
1950,1.2731963617507169e-07,0.0,0.0,0.0
1955,8.56289717253711e-07,0.0,0.0,0.0
1960,5.945437959276046e-07,0.0,0.0,0.0
1965,7.77099936600134e-06,0.0,0.0,0.0
1970,9.837122818778797e-07,0.0,0.0,0.0
1975,2.381526937007994e-05,0.0,0.0,0.0
1980,5.299020668703136e-07,0.0,0.0,0.0
1985,4.6603262979116875e-07,0.0,0.0,0.0
1990,2.642687986376124e-07,0.0,0.0,0.0
1995,1.458053384275626e-06,0.0,0.0,0.0
2000,1.1659176261524796e-06,0.0,0.0,0.0
2005,2.250627686106732e-07,0.0,0.0,0.0
2010,3.365517637632376e-07,0.0,0.0,0.0
2015,3.5416392088249983e-06,0.0,0.0,0.0
2020,3.946765620965742e-07,0.0,0.0,0.0
2025,7.163281040223346e-08,0.0,0.0,0.0
2030,2.032495919660482e-06,0.0,0.0,0.0
2035,1.0315032054064587e-07,0.0,0.0,0.0
2040,1.158654288394123e-05,0.0,0.0,0.0
2045,3.967439457497335e-07,0.0,0.0,0.0
2050,1.0837607382541137e-06,0.0,0.0,0.0
2055,1.1286424492924496e-05,0.0,0.0,0.0
2060,1.93272086375873e-06,0.0,0.0,0.0
2065,4.943122674853084e-06,0.0,0.0,0.0
2070,8.868754063462436e-07,0.0,0.0,0.0
2075,1.4003582805777182e-06,0.0,0.0,0.0
2080,2.2363927436153118e-07,0.0,0.0,0.0
2085,5.614560208511143e-07,0.0,0.0,0.0
2090,7.793979231773829e-07,0.0,0.0,0.0
2095,9.912320038552025e-08,0.0,0.0,0.0
2100,2.1559115248148686e-07,0.0,0.0,0.0
2105,5.513056577033382e-08,0.0,0.0,0.0
2110,8.476484981734256e-07,0.0,0.0,0.0
2115,8.519365345083241e-07,0.0,0.0,0.0
2120,1.0310217975040281e-07,0.0,0.0,0.0
2125,9.890313729377098e-07,0.0,0.0,0.0
2130,6.8958875230551445e-06,0.0,0.0,0.0
2135,1.3874274288339095e-06,0.0,0.0,0.0
2140,2.625350644724911e-07,0.0,0.0,0.0
2145,8.289597543176264e-08,0.0,0.0,0.0
2150,4.5341418508870745e-07,0.0,0.0,0.0
2155,1.6474837680857667e-07,0.0,0.0,0.0
2160,4.082003528071976e-07,0.0,0.0,0.0
2165,2.7485443995223233e-07,0.0,0.0,0.0
2170,8.437279533790587e-07,0.0,0.0,0.0
2175,3.234850048161597e-08,0.0,0.0,0.0
2180,2.3406383203417036e-07,0.0,0.0,0.0
2185,8.556540185833406e-08,0.0,0.0,0.0
2190,8.078823575219385e-07,0.0,0.0,0.0
2195,7.620659964957533e-08,0.0,0.0,0.0
2200,1.6833576729446963e-06,0.0,0.0,0.0
2205,2.774024096297012e-07,0.0,0.0,0.0
2210,1.3569054159168204e-08,0.0,0.0,0.0
2215,3.4631303975518614e-07,0.0,0.0,0.0
2220,5.979849562631756e-08,0.0,0.0,0.0
2225,4.230253850512344e-07,0.0,0.0,0.0
2230,3.09867510281947e-07,0.0,0.0,0.0
2235,2.024573965864196e-07,0.0,0.0,0.0
2240,4.3574217438613337e-07,0.0,0.0,0.0
2245,2.187303110068317e-07,0.0,0.0,0.0
2250,7.135697284166298e-08,0.0,0.0,0.0
2255,4.486943168457991e-08,0.0,0.0,0.0
2260,2.0407636121988482e-07,0.0,0.0,0.0
2265,9.016922676075013e-08,0.0,0.0,0.0
2270,1.8251915791156481e-06,0.0,0.0,0.0
2275,4.382334442347702e-06,0.0,0.0,0.0
2280,1.0472210971612661e-07,0.0,0.0,0.0
2285,3.923677190709185e-08,0.0,0.0,0.0
2290,3.138816745718032e-07,0.0,0.0,0.0
2295,9.829358779134267e-09,0.0,0.0,0.0
2300,4.3420829395346414e-07,0.0,0.0,0.0
2305,8.048811708527559e-07,0.0,0.0,0.0
2310,7.566488587018583e-08,0.0,0.0,0.0
2315,3.775609091483112e-08,0.0,0.0,0.0
2320,1.2988942102110102e-07,0.0,0.0,0.0
2325,4.5660540176184484e-07,0.0,0.0,0.0
2330,8.73872828888178e-08,0.0,0.0,0.0
2335,3.275909192013149e-07,0.0,0.0,0.0
2340,5.433939604393423e-08,0.0,0.0,0.0
2345,1.3824946112794834e-07,0.0,0.0,0.0
2350,4.087650088413497e-09,0.0,0.0,0.0
2355,1.0587234971715099e-07,0.0,0.0,0.0
2360,4.156140087352433e-07,0.0,0.0,0.0
2365,6.341864303038847e-08,0.0,0.0,0.0
2370,1.0460929100641891e-06,0.0,0.0,0.0
2375,7.991897959691574e-07,0.0,0.0,0.0
2380,9.005308533294176e-07,0.0,0.0,0.0
2385,2.5580977536243667e-08,0.0,0.0,0.0
2390,2.4914928746788688e-08,0.0,0.0,0.0
2395,2.009369468369826e-08,0.0,0.0,0.0
2400,2.9490822350819456e-08,0.0,0.0,0.0
2405,2.6992506961809326e-08,0.0,0.0,0.0
2410,2.1387315855214694e-07,0.0,0.0,0.0
2415,4.791994248520837e-08,0.0,0.0,0.0
2420,1.8320896855161806e-08,0.0,0.0,0.0
2425,1.3045192999716627e-07,0.0,0.0,0.0
2430,5.4505065127941066e-08,0.0,0.0,0.0
2435,3.3845727653858403e-09,0.0,0.0,0.0
